"academica","personal","economica","institucional","deserta"
"57997",2,1,1,1,0
"57998",2,1,1,2,0
"57999",3,1,0,2,0
"58000",2,1,0,2,0
"58001",2,1,1,2,0
"58002",3,1,0,3,1
"58003",3,1,1,2,0
"58004",2,1,1,2,0
"58005",2,1,1,3,0
"58006",2,1,2,3,1
"58007",2,1,2,3,0
"58008",2,1,3,3,0
"58009",3,1,2,3,0
"58010",3,2,1,2,0
"58011",2,1,2,3,1
"58012",3,2,1,3,0
"58013",2,1,1,2,0
"58014",0,2,1,3,1
"58015",2,1,3,3,0
"58016",3,1,1,2,0
"58017",2,1,1,2,1
"58018",2,1,2,2,0
"58019",3,1,1,2,1
"58020",2,1,1,3,0
"58021",2,1,2,2,1
"58022",3,1,0,2,0
"58023",2,2,1,2,1
"58024",2,1,2,3,0
"58025",3,1,2,1,1
"58026",2,2,1,3,1
"58027",2,1,1,3,1
"58028",2,2,1,3,0
"58029",2,1,1,2,0
"58030",2,1,3,3,0
"58031",0,1,1,2,0
"58032",3,1,2,2,1
"58033",2,1,1,2,1
"58034",2,2,1,2,1
"58035",3,1,1,2,1
"58036",3,1,2,3,0
"58037",2,2,2,2,0
"58038",2,1,2,3,0
"58039",2,1,2,3,1
"58040",2,1,0,3,0
"58041",1,1,1,3,1
"58042",1,2,0,2,0
"58043",4,1,2,3,0
"58044",2,1,2,1,1
"58045",2,2,1,1,1
"58046",2,1,2,3,0
"58047",3,1,1,2,0
"58048",2,1,0,2,1
"58049",2,1,1,1,1
"58050",2,2,2,3,0
"58051",2,1,1,2,0
"58052",2,1,2,3,0
"58053",2,1,2,2,1
"58054",2,1,1,2,1
"58055",4,1,2,1,1
"58056",2,1,2,2,0
"58057",2,2,3,3,1
"58058",2,2,2,3,1
"58059",2,1,1,3,1
"58060",1,1,2,2,1
"58061",2,1,2,1,0
"58062",2,2,2,2,0
"58063",2,1,1,1,1
"58064",2,1,2,1,0
"58065",3,1,2,3,0
"58066",2,1,2,2,1
"58067",2,1,2,2,1
"58068",2,1,2,2,0
"58069",2,1,1,3,1
"58070",2,1,1,2,1
"58071",2,1,0,0,1
"58072",2,1,1,2,0
"58073",2,2,1,2,0
"58074",2,1,1,2,0
"58075",2,1,2,3,0
"58076",2,1,2,2,0
"58077",2,1,1,3,0
"58078",2,1,1,2,1
"58079",3,1,1,2,1
"58080",2,1,2,1,0
"58081",2,1,1,2,0
"58082",2,1,2,3,1
"58083",2,1,1,1,0
"58084",3,2,3,2,0
"58085",2,1,0,2,0
"58086",2,1,1,2,0
"58087",2,2,2,0,1
"58088",2,1,1,3,1
"58089",2,1,2,2,0
"58090",2,1,0,2,1
"58091",2,1,1,2,0
"58092",2,1,1,3,1
"58093",3,2,2,3,0
"58094",2,1,1,2,1
"58095",1,1,1,3,1
"58096",2,0,0,3,0
"58097",2,2,3,2,1
"58098",2,1,2,3,1
"58099",3,1,2,1,0
"58100",2,1,2,1,0
"58101",2,2,1,2,0
"58102",2,1,2,3,0
"58103",2,1,2,2,0
"58104",2,1,0,3,0
"58105",2,1,1,3,1
"58106",3,1,1,2,0
"58107",2,1,2,2,0
"58108",2,2,3,2,0
"58109",2,1,2,3,0
"58110",2,1,1,1,0
"58111",2,1,1,1,1
"58112",2,1,2,2,1
"58113",2,1,2,3,1
"58114",2,1,1,3,1
"58115",2,2,2,2,0
"58116",2,1,1,2,0
"58117",2,1,1,3,1
"58118",0,1,1,2,1
"58119",3,1,1,2,0
"58120",2,2,3,3,0
"58121",2,2,1,2,1
"58122",3,1,3,3,0
"58123",0,1,1,3,0
"58124",3,1,1,1,0
"58125",2,1,2,3,0
"58126",2,1,1,3,1
"58127",2,2,2,3,1
"58128",3,1,1,2,0
"58129",2,1,2,2,1
"58130",2,2,1,3,0
"58131",2,1,1,3,1
"58132",3,1,0,3,0
"58133",3,2,0,1,1
"58134",2,1,3,3,0
"58135",2,0,1,3,1
"58136",3,2,3,2,1
"58137",2,2,1,3,0
"58138",2,1,2,1,0
"58139",2,1,1,3,0
"58140",3,2,1,3,1
"58141",2,1,1,2,0
"58142",3,1,1,1,0
"58143",2,1,2,2,1
"58144",2,1,1,3,0
"58145",2,1,2,3,1
"58146",2,1,1,2,0
"58147",3,1,2,2,0
"58148",0,1,2,2,0
"58149",2,1,1,2,0
"58150",2,1,1,2,0
"58151",2,1,2,3,1
"58152",3,1,0,2,0
"58153",2,1,2,2,0
"58154",3,1,2,3,0
"58155",2,2,2,2,0
"58156",2,1,0,2,0
"58157",2,1,1,3,1
"58158",2,1,1,3,0
"58159",2,1,3,3,0
"58160",2,1,1,2,1
"58161",2,2,2,2,0
"58162",0,1,2,1,1
"58163",0,2,0,2,0
"58164",3,1,1,1,1
"58165",2,1,0,2,0
"58166",2,1,1,3,0
"58167",2,1,2,2,0
"58168",2,1,0,2,0
"58169",2,1,2,3,0
"58170",3,1,1,2,1
"58171",2,1,1,2,0
"58172",2,1,0,2,1
"58173",3,1,1,2,0
"58174",1,2,1,2,0
"58175",2,2,0,2,0
"58176",2,2,2,3,1
"58177",3,2,3,2,0
"58178",2,1,0,2,0
"58179",2,1,1,3,0
"58180",2,1,0,3,1
"58181",2,2,3,3,0
"58182",2,1,1,3,0
"58183",2,1,2,2,1
"58184",2,1,2,3,0
"58185",2,1,2,2,0
"58186",3,2,1,2,0
"58187",3,1,0,2,1
"58188",2,0,1,3,0
"58189",2,1,1,1,0
"58190",2,1,2,3,0
"58191",2,1,1,1,1
"58192",2,2,2,3,0
"58193",2,2,0,3,0
"58194",2,1,2,2,0
"58195",2,1,1,3,1
"58196",2,1,1,3,0
"58197",2,1,2,2,0
"58198",3,1,0,2,0
"58199",2,1,1,1,0
"58200",2,1,3,2,0
"58201",2,1,2,3,0
"58202",2,1,1,2,0
"58203",2,1,1,2,0
"58204",2,1,3,3,0
"58205",3,1,1,2,0
"58206",2,1,1,3,0
"58207",2,1,1,3,0
"58208",2,1,1,1,0
"58209",3,2,2,2,1
"58210",2,1,0,3,1
"58211",3,1,2,3,1
"58212",1,1,2,3,0
"58213",2,2,2,3,1
"58214",4,1,1,2,0
"58215",2,1,2,3,1
"58216",2,1,2,3,0
"58217",2,1,1,2,0
"58218",3,1,2,1,1
"58219",2,2,0,2,0
"58220",3,1,1,2,1
"58221",2,1,2,1,1
"58222",2,1,1,3,0
"58223",2,1,1,2,1
"58224",2,1,0,2,0
"58225",0,2,2,2,1
"58226",3,1,1,3,0
"58227",3,1,2,3,0
"58228",2,1,2,2,0
"58229",2,2,2,3,1
"58230",3,1,0,3,0
"58231",2,1,1,3,0
"58232",2,1,1,2,1
"58233",3,1,1,2,0
"58234",2,1,2,2,0
"58235",2,1,1,2,1
"58236",2,2,1,2,0
"58237",2,2,2,3,1
"58238",2,1,2,3,0
"58239",2,1,2,3,0
"58240",2,1,2,3,1
"58241",2,2,2,2,0
"58242",2,1,3,2,1
"58243",2,1,1,3,0
"58244",4,2,2,2,1
"58245",4,1,2,2,0
"58246",3,2,1,2,0
"58247",1,1,2,3,0
"58248",2,1,1,3,0
"58249",3,1,1,3,0
"58250",2,1,1,3,1
"58251",2,1,2,2,1
"58252",3,1,2,3,0
"58253",2,1,1,3,1
"58254",2,1,1,3,1
"58255",2,1,1,3,0
"58256",5,1,1,3,0
"58257",2,1,2,2,0
"58258",1,1,2,2,1
"58259",2,1,1,3,1
"58260",2,1,2,2,1
"58261",2,1,0,3,0
"58262",2,1,2,3,0
"58263",2,1,1,3,0
"58264",2,1,2,2,1
"58265",2,1,2,2,0
"58266",2,1,1,3,0
"58267",2,1,2,3,0
"58268",2,1,1,2,0
"58269",1,1,2,3,1
"58270",2,2,2,2,0
"58271",2,1,1,3,1
"58272",2,1,2,2,0
"58273",2,2,2,3,0
"58274",2,1,2,2,1
"58275",2,1,3,2,0
"58276",3,2,3,2,0
"58277",2,1,1,3,0
"58278",2,1,1,2,0
"58279",3,1,2,3,0
"58280",2,2,3,2,0
"58281",2,1,1,3,1
"58282",3,2,3,2,1
"58283",2,1,2,3,0
"58284",2,1,2,2,0
"58285",3,1,1,2,0
"58286",2,2,1,3,0
"58287",2,1,1,2,0
"58288",2,1,2,3,1
"58289",2,1,2,2,1
"58290",2,1,2,3,1
"58291",2,2,1,3,1
"58292",2,1,3,2,0
"58293",2,1,1,2,1
"58294",2,1,0,3,0
"58295",3,2,2,2,0
"58296",2,1,3,2,1
"58297",2,1,2,2,1
"58298",3,1,1,3,1
"58299",2,1,1,3,0
"58300",3,1,2,3,1
"58301",2,1,2,3,1
"58302",3,1,2,2,0
"58303",0,1,1,2,0
"58304",2,1,2,2,0
"58305",2,2,3,2,0
"58306",4,1,2,3,0
"58307",2,1,2,2,0
"58308",2,1,2,3,0
"58309",2,1,3,2,0
"58310",3,2,3,2,1
"58311",2,1,1,2,0
"58312",2,1,1,2,0
"58313",2,1,2,3,1
"58314",2,1,2,2,0
"58315",3,2,1,3,0
"58316",1,2,0,2,0
"58317",2,1,1,2,0
"58318",1,1,1,3,0
"58319",3,1,1,3,1
"58320",2,1,2,3,0
"58321",2,1,1,3,0
"58322",2,1,1,2,0
"58323",2,1,2,2,0
"58324",2,1,0,2,1
"58325",2,1,0,2,1
"58326",2,0,1,2,0
"58327",1,1,1,2,0
"58328",1,1,2,2,1
"58329",2,1,2,1,0
"58330",2,1,1,3,0
"58331",3,2,0,3,0
"58332",2,2,0,3,0
"58333",2,2,2,3,1
"58334",2,1,2,2,0
"58335",2,1,1,3,1
"58336",2,1,1,3,1
"58337",3,1,1,3,0
"58338",2,1,0,2,0
"58339",2,1,1,1,0
"58340",2,1,1,3,1
"58341",2,2,1,2,0
"58342",2,1,2,2,1
"58343",2,2,0,3,1
"58344",3,1,3,3,0
"58345",2,2,2,3,0
"58346",2,1,2,2,0
"58347",2,1,2,3,1
"58348",5,1,1,2,1
"58349",2,1,2,1,0
"58350",2,2,2,3,0
"58351",2,1,2,2,0
"58352",2,2,2,2,0
"58353",2,1,1,2,0
"58354",2,2,0,2,0
"58355",2,1,1,2,0
"58356",1,1,0,3,0
"58357",2,1,0,3,1
"58358",3,2,1,2,1
"58359",0,1,0,3,1
"58360",2,1,2,3,0
"58361",0,1,1,2,0
"58362",2,2,0,2,0
"58363",2,1,1,2,1
"58364",4,1,3,2,0
"58365",2,1,2,2,1
"58366",2,1,3,3,0
"58367",3,1,1,2,1
"58368",2,1,0,3,1
"58369",2,2,0,3,0
"58370",2,1,3,2,0
"58371",2,1,0,3,1
"58372",3,1,2,2,0
"58373",2,2,1,3,1
"58374",4,1,1,2,1
"58375",2,1,2,2,0
"58376",2,1,2,2,0
"58377",2,2,2,2,0
"58378",2,1,2,3,0
"58379",3,1,1,2,0
"58380",4,1,1,2,1
"58381",2,1,0,2,1
"58382",2,1,3,1,1
"58383",2,1,1,3,0
"58384",3,1,0,3,1
"58385",2,1,1,2,0
"58386",2,1,2,1,0
"58387",2,1,2,2,0
"58388",1,1,1,3,0
"58389",2,1,1,2,1
"58390",1,1,2,2,0
"58391",2,1,2,3,0
"58392",3,1,0,1,1
"58393",3,1,1,3,1
"58394",2,1,0,3,1
"58395",2,2,1,2,0
"58396",3,1,3,1,1
"58397",2,1,0,1,1
"58398",2,2,2,3,0
"58399",2,1,0,2,1
"58400",2,2,3,1,0
"58401",3,1,1,2,0
"58402",2,1,0,2,0
"58403",2,1,2,3,0
"58404",2,1,1,3,0
"58405",2,1,1,2,1
"58406",3,1,0,2,0
"58407",3,1,2,2,1
"58408",2,1,2,2,0
"58409",2,1,1,2,0
"58410",3,1,1,2,1
"58411",3,1,0,2,0
"58412",3,1,1,2,0
"58413",2,1,1,3,0
"58414",2,1,2,2,0
"58415",4,1,1,3,1
"58416",2,1,0,3,1
"58417",2,1,0,3,0
"58418",2,2,2,1,1
"58419",3,1,1,3,0
"58420",2,2,0,3,1
"58421",2,1,1,2,0
"58422",2,1,1,2,1
"58423",2,1,1,2,0
"58424",2,1,2,3,1
"58425",2,2,2,3,0
"58426",3,1,1,2,1
"58427",2,1,1,3,0
"58428",2,1,0,3,0
"58429",3,2,3,3,0
"58430",2,1,2,2,1
"58431",3,2,2,3,0
"58432",2,1,2,3,0
"58433",2,1,2,3,0
"58434",3,1,0,3,0
"58435",2,2,0,2,0
"58436",2,1,2,2,0
"58437",2,1,3,2,0
"58438",2,1,1,3,0
"58439",3,1,1,2,0
"58440",2,1,2,3,0
"58441",2,1,3,2,1
"58442",2,1,0,2,0
"58443",3,1,1,3,0
"58444",0,1,1,3,0
"58445",2,1,2,1,0
"58446",2,1,1,3,0
"58447",2,1,1,3,0
"58448",3,1,2,3,0
"58449",2,1,1,2,0
"58450",2,1,1,2,0
"58451",3,2,0,3,0
"58452",2,1,2,2,1
"58453",2,1,0,1,0
"58454",2,1,3,3,0
"58455",2,1,2,2,0
"58456",2,2,3,2,1
"58457",2,1,0,3,0
"58458",2,1,1,2,1
"58459",5,1,1,2,1
"58460",2,2,1,3,1
"58461",2,1,1,3,0
"58462",2,1,1,2,1
"58463",2,2,2,3,0
"58464",3,1,1,3,0
"58465",2,1,1,3,0
"58466",2,2,2,2,0
"58467",2,1,1,3,0
"58468",2,2,1,1,0
"58469",4,1,2,1,0
"58470",4,1,2,2,1
"58471",2,1,1,2,0
"58472",2,1,1,2,1
"58473",2,1,3,1,0
"58474",2,1,2,3,0
"58475",2,1,2,1,1
"58476",2,2,1,1,0
"58477",1,1,2,3,0
"58478",2,1,0,2,0
"58479",2,1,2,1,0
"58480",0,2,1,2,0
"58481",0,1,1,3,1
"58482",2,1,0,2,0
"58483",3,1,1,2,0
"58484",3,1,2,2,0
"58485",1,1,1,2,0
"58486",2,1,2,3,1
"58487",2,1,1,3,0
"58488",3,1,1,2,0
"58489",2,1,1,2,0
"58490",2,2,2,2,0
"58491",3,1,2,2,0
"58492",2,1,3,2,0
"58493",2,1,2,2,0
"58494",2,1,2,3,0
"58495",2,1,2,3,1
"58496",1,1,2,3,1
"58497",2,1,2,2,0
"58498",2,1,2,2,0
"58499",3,1,2,2,1
"58500",2,1,2,1,0
"58501",2,1,2,2,0
"58502",3,1,2,2,0
"58503",2,1,1,3,1
"58504",2,2,2,3,0
"58505",1,2,0,2,0
"58506",2,1,1,1,0
"58507",2,1,1,2,0
"58508",3,2,0,3,0
"58509",2,2,2,3,0
"58510",2,1,2,2,0
"58511",3,1,2,3,1
"58512",2,1,1,2,0
"58513",2,1,1,3,1
"58514",2,1,1,3,1
"58515",2,1,2,2,0
"58516",3,2,2,3,0
"58517",2,1,1,2,0
"58518",2,1,2,2,0
"58519",0,1,0,2,0
"58520",2,1,2,2,0
"58521",4,1,1,2,1
"58522",3,2,0,2,1
"58523",2,1,1,3,0
"58524",2,1,1,3,1
"58525",2,2,2,2,0
"58526",2,1,3,2,0
"58527",2,1,1,1,1
"58528",2,1,2,3,0
"58529",2,1,1,1,1
"58530",2,2,3,1,0
"58531",2,2,1,3,0
"58532",2,1,1,3,0
"58533",2,1,2,3,1
"58534",2,1,3,3,0
"58535",1,1,1,2,0
"58536",2,1,1,3,0
"58537",3,1,2,3,1
"58538",0,1,2,2,0
"58539",3,1,0,3,0
"58540",2,2,1,2,1
"58541",2,1,1,3,0
"58542",2,1,2,2,0
"58543",2,2,2,3,0
"58544",1,2,1,2,0
"58545",3,1,1,2,0
"58546",2,1,2,2,1
"58547",2,2,2,2,1
"58548",3,1,1,3,0
"58549",2,1,0,2,1
"58550",2,2,2,3,0
"58551",2,2,2,2,1
"58552",3,1,1,1,0
"58553",3,1,2,2,1
"58554",1,0,2,1,1
"58555",3,1,0,3,0
"58556",2,2,1,0,0
"58557",2,1,2,2,0
"58558",2,1,1,2,0
"58559",3,1,2,3,1
"58560",2,1,2,2,0
"58561",2,1,1,3,1
"58562",2,2,2,1,1
"58563",2,2,1,3,0
"58564",2,1,1,3,0
"58565",2,1,2,1,0
"58566",2,1,2,2,0
"58567",2,1,3,3,0
"58568",2,1,2,3,1
"58569",3,1,2,3,0
"58570",2,1,2,2,1
"58571",2,2,3,2,0
"58572",3,1,0,1,1
"58573",2,2,2,3,0
"58574",3,1,3,2,0
"58575",2,2,2,1,0
"58576",2,1,2,1,0
"58577",0,1,2,3,0
"58578",3,2,1,2,1
"58579",2,2,2,2,0
"58580",2,1,2,3,0
"58581",2,1,2,3,0
"58582",4,1,2,2,1
"58583",3,2,0,2,0
"58584",2,1,2,1,0
"58585",3,2,1,2,0
"58586",2,1,2,3,0
"58587",3,1,1,2,0
"58588",2,1,2,1,0
"58589",2,1,2,3,0
"58590",3,1,1,2,0
"58591",3,1,1,2,0
"58592",2,1,1,2,0
"58593",2,1,2,3,0
"58594",2,1,2,2,0
"58595",2,1,3,2,0
"58596",2,1,0,3,1
"58597",1,1,1,2,0
"58598",2,1,1,3,1
"58599",2,2,2,2,0
"58600",2,1,1,3,0
"58601",3,2,0,3,0
"58602",1,1,2,2,1
"58603",2,1,1,2,1
"58604",2,1,0,2,0
"58605",2,1,2,2,0
"58606",2,1,2,3,0
"58607",2,1,2,2,0
"58608",3,2,3,2,0
"58609",2,2,3,2,0
"58610",2,1,0,3,0
"58611",3,1,1,3,1
"58612",3,1,1,3,1
"58613",2,1,2,3,1
"58614",2,2,2,2,0
"58615",2,1,1,3,1
"58616",2,1,2,2,0
"58617",2,1,1,3,0
"58618",2,2,3,3,0
"58619",2,1,1,3,1
"58620",2,1,0,1,0
"58621",3,1,1,2,0
"58622",2,1,2,2,1
"58623",2,1,2,3,0
"58624",2,2,2,2,1
"58625",2,2,2,2,0
"58626",3,1,2,3,0
"58627",2,1,1,3,0
"58628",2,1,1,3,0
"58629",2,2,1,3,0
"58630",2,1,2,1,1
"58631",2,1,3,2,0
"58632",3,2,3,2,0
"58633",2,1,1,2,0
"58634",2,1,2,3,1
"58635",2,1,1,2,0
"58636",2,1,1,2,1
"58637",2,1,3,3,0
"58638",2,1,1,3,0
"58639",2,0,0,3,0
"58640",2,1,1,2,0
"58641",3,1,1,3,1
"58642",2,1,3,3,0
"58643",2,1,2,3,0
"58644",2,1,1,2,1
"58645",2,1,2,3,0
"58646",2,1,2,3,0
"58647",2,2,2,3,0
"58648",2,1,3,2,1
"58649",2,1,2,1,0
"58650",2,1,2,2,0
"58651",2,1,1,2,1
"58652",3,1,1,2,1
"58653",2,1,2,2,1
"58654",3,1,1,3,0
"58655",2,1,2,2,0
"58656",2,1,1,3,1
"58657",2,1,0,2,1
"58658",2,1,0,2,0
"58659",3,1,2,3,0
"58660",2,1,2,2,1
"58661",2,1,2,2,0
"58662",3,1,1,3,0
"58663",2,1,2,1,0
"58664",2,2,2,2,0
"58665",2,2,1,3,0
"58666",3,1,0,2,0
"58667",2,1,0,3,0
"58668",2,2,2,2,0
"58669",2,1,2,2,0
"58670",2,1,1,3,0
"58671",3,2,2,2,1
"58672",3,2,2,3,0
"58673",3,1,1,2,1
"58674",2,1,2,2,0
"58675",2,2,1,3,1
"58676",2,1,1,3,1
"58677",2,1,1,3,0
"58678",2,2,2,3,1
"58679",3,2,1,3,0
"58680",3,1,0,2,1
"58681",2,0,1,1,0
"58682",3,2,1,3,0
"58683",2,1,1,2,0
"58684",3,2,1,2,1
"58685",3,1,2,3,0
"58686",2,1,1,3,0
"58687",2,1,2,3,0
"58688",2,1,2,1,0
"58689",2,1,1,1,0
"58690",2,1,1,3,1
"58691",2,1,2,2,0
"58692",2,1,1,2,0
"58693",2,1,2,3,1
"58694",2,1,2,2,0
"58695",2,1,1,2,0
"58696",2,1,1,3,1
"58697",2,1,1,2,0
"58698",2,1,2,2,0
"58699",2,1,2,2,0
"58700",0,1,0,2,0
"58701",2,1,0,2,0
"58702",2,2,2,2,0
"58703",2,2,3,2,1
"58704",2,1,1,2,1
"58705",3,2,3,3,1
"58706",2,1,1,3,0
"58707",3,1,1,2,1
"58708",2,1,1,2,0
"58709",2,1,2,2,1
"58710",2,2,3,1,0
"58711",0,1,1,1,0
"58712",3,1,2,2,0
"58713",2,1,2,2,1
"58714",2,1,1,2,0
"58715",2,1,0,3,0
"58716",3,1,3,2,0
"58717",2,2,2,2,0
"58718",2,1,2,3,0
"58719",2,1,2,3,0
"58720",2,1,0,2,0
"58721",2,1,2,1,0
"58722",2,1,0,3,1
"58723",2,1,2,2,0
"58724",2,1,2,2,1
"58725",3,1,3,2,0
"58726",3,1,0,2,0
"58727",2,1,2,2,0
"58728",2,2,2,2,0
"58729",3,1,3,2,0
"58730",0,1,1,3,0
"58731",2,1,2,3,0
"58732",2,1,2,3,0
"58733",2,2,2,3,0
"58734",2,1,0,3,0
"58735",2,1,1,2,0
"58736",2,1,1,3,0
"58737",2,1,2,2,0
"58738",3,1,2,2,0
"58739",1,1,0,3,0
"58740",2,2,2,3,0
"58741",2,1,1,2,0
"58742",2,1,1,2,0
"58743",2,1,1,1,1
"58744",3,1,2,1,0
"58745",2,1,0,2,0
"58746",2,1,2,2,0
"58747",2,2,0,3,0
"58748",2,1,1,2,1
"58749",3,2,0,1,1
"58750",2,1,3,2,0
"58751",3,1,1,3,0
"58752",2,2,1,2,0
"58753",2,1,1,2,1
"58754",3,2,3,2,0
"58755",2,0,1,2,0
"58756",2,1,2,2,0
"58757",3,2,1,1,1
"58758",2,1,2,2,1
"58759",2,1,2,2,1
"58760",3,2,0,3,1
"58761",2,2,1,3,1
"58762",2,1,1,3,1
"58763",2,1,2,2,0
"58764",2,1,2,2,1
"58765",2,1,2,2,0
"58766",2,1,2,3,0
"58767",2,1,1,2,0
"58768",2,1,0,2,0
"58769",2,1,2,3,1
"58770",2,1,2,2,1
"58771",2,1,0,2,0
"58772",2,2,1,3,1
"58773",2,2,2,3,1
"58774",2,1,2,2,0
"58775",2,1,1,2,1
"58776",2,1,2,3,1
"58777",3,1,1,3,1
"58778",2,1,1,3,1
"58779",2,1,1,2,0
"58780",2,2,2,3,0
"58781",2,1,1,2,0
"58782",3,1,2,2,0
"58783",0,1,0,2,1
"58784",1,1,1,3,0
"58785",2,2,1,2,0
"58786",2,1,2,2,0
"58787",2,1,2,2,0
"58788",2,1,1,3,0
"58789",1,1,2,3,0
"58790",3,1,0,1,0
"58791",3,1,1,2,1
"58792",2,1,2,2,1
"58793",2,1,2,3,1
"58794",3,1,1,2,1
"58795",2,1,1,1,0
"58796",2,1,1,2,0
"58797",2,1,2,2,0
"58798",2,1,2,2,0
"58799",2,1,3,3,0
"58800",2,1,1,2,0
"58801",2,1,0,2,1
"58802",3,2,2,1,0
"58803",2,1,1,2,0
"58804",2,1,0,2,0
"58805",2,1,2,3,1
"58806",3,2,0,3,1
"58807",2,1,2,2,1
"58808",3,1,1,2,0
"58809",2,1,2,2,1
"58810",2,1,1,3,0
"58811",3,1,1,2,0
"58812",2,1,2,1,0
"58813",2,2,2,3,1
"58814",3,2,0,3,0
"58815",2,1,1,3,0
"58816",2,2,3,3,0
"58817",2,1,1,3,0
"58818",2,2,3,2,0
"58819",2,1,2,3,0
"58820",2,1,2,1,1
"58821",0,1,1,3,1
"58822",2,1,2,2,0
"58823",3,1,0,2,1
"58824",2,1,1,3,0
"58825",2,1,1,2,0
"58826",2,2,1,3,1
"58827",3,1,1,3,0
"58828",2,2,1,1,0
"58829",2,1,2,2,0
"58830",2,2,2,2,0
"58831",2,1,1,3,1
"58832",2,1,0,3,1
"58833",2,1,2,3,1
"58834",3,1,2,2,1
"58835",2,1,1,2,1
"58836",2,2,1,3,0
"58837",2,1,1,3,0
"58838",2,1,3,2,0
"58839",3,1,3,3,0
"58840",2,1,2,2,1
"58841",3,1,3,3,0
"58842",2,1,2,3,0
"58843",2,1,1,3,1
"58844",2,1,3,2,1
"58845",2,2,1,1,0
"58846",2,1,0,1,0
"58847",2,1,1,1,0
"58848",2,1,0,2,1
"58849",2,1,2,3,0
"58850",3,1,2,3,1
"58851",2,1,2,3,0
"58852",4,1,1,2,1
"58853",3,1,1,1,0
"58854",2,1,3,2,0
"58855",2,1,2,3,0
"58856",3,2,0,1,0
"58857",2,1,1,2,0
"58858",3,2,2,0,1
"58859",2,1,2,3,1
"58860",2,1,2,2,1
"58861",2,1,2,1,1
"58862",2,1,0,2,1
"58863",2,1,2,3,0
"58864",2,1,1,1,1
"58865",2,1,1,2,0
"58866",2,1,1,2,1
"58867",2,1,1,1,0
"58868",2,1,0,2,0
"58869",2,1,1,3,1
"58870",2,2,3,3,0
"58871",3,1,1,3,1
"58872",2,1,1,3,0
"58873",2,1,2,2,0
"58874",2,2,3,2,0
"58875",3,1,3,2,1
"58876",2,1,3,2,0
"58877",3,1,1,3,0
"58878",2,1,1,3,0
"58879",2,1,3,2,0
"58880",2,1,2,1,1
"58881",2,1,1,2,1
"58882",3,2,1,1,0
"58883",2,1,3,2,0
"58884",2,1,1,2,1
"58885",2,1,2,3,0
"58886",2,1,1,3,1
"58887",3,1,2,1,0
"58888",2,1,1,3,1
"58889",2,1,2,2,1
"58890",2,1,2,1,0
"58891",2,1,1,2,0
"58892",2,1,2,2,0
"58893",2,1,2,3,0
"58894",2,2,2,1,1
"58895",1,1,0,2,1
"58896",3,2,2,2,1
"58897",2,1,2,3,1
"58898",2,1,2,3,1
"58899",3,1,2,1,0
"58900",0,2,3,3,0
"58901",3,1,1,2,0
"58902",2,2,2,3,0
"58903",3,1,1,3,1
"58904",2,1,1,2,1
"58905",2,1,2,2,0
"58906",2,2,1,2,1
"58907",2,1,1,2,1
"58908",3,1,1,2,0
"58909",2,2,2,2,0
"58910",2,1,0,1,0
"58911",2,1,2,3,0
"58912",2,1,1,3,0
"58913",3,1,3,3,0
"58914",0,1,1,3,0
"58915",2,1,1,3,0
"58916",2,1,0,2,0
"58917",2,2,3,2,1
"58918",2,1,2,2,1
"58919",2,1,1,2,0
"58920",2,1,1,2,0
"58921",2,1,1,2,0
"58922",3,2,3,2,0
"58923",3,1,3,2,0
"58924",3,2,2,3,0
"58925",2,2,2,2,0
"58926",2,1,2,2,0
"58927",0,1,1,2,0
"58928",2,1,1,2,0
"58929",2,2,2,2,0
"58930",2,1,1,2,0
"58931",2,1,3,2,0
"58932",2,1,2,1,0
"58933",2,1,2,3,0
"58934",3,1,0,2,1
"58935",2,1,2,3,0
"58936",2,1,1,2,0
"58937",2,1,1,2,1
"58938",2,1,1,3,0
"58939",2,1,2,2,0
"58940",2,2,1,3,0
"58941",2,1,1,2,0
"58942",2,2,3,3,1
"58943",2,1,2,3,1
"58944",2,1,1,2,0
"58945",2,1,0,3,0
"58946",2,2,1,3,0
"58947",2,1,2,2,1
"58948",2,1,1,2,0
"58949",2,1,1,2,0
"58950",2,1,2,2,0
"58951",3,1,0,3,1
"58952",3,1,2,2,0
"58953",0,2,2,3,1
"58954",2,1,2,3,0
"58955",2,1,1,2,0
"58956",2,2,3,2,0
"58957",2,2,1,2,0
"58958",3,1,1,2,0
"58959",2,1,2,1,1
"58960",2,1,0,3,0
"58961",2,1,3,2,0
"58962",0,1,1,1,0
"58963",2,2,2,2,1
"58964",2,1,2,2,1
"58965",3,3,0,2,1
"58966",2,1,2,3,0
"58967",2,1,1,2,1
"58968",2,1,1,3,0
"58969",2,1,2,2,0
"58970",2,1,2,1,1
"58971",2,1,1,0,0
"58972",3,1,3,3,1
"58973",2,1,0,3,1
"58974",2,1,0,2,0
"58975",2,1,2,3,0
"58976",2,1,1,3,0
"58977",3,1,1,2,1
"58978",3,2,2,2,0
"58979",1,1,2,3,1
"58980",3,2,2,2,0
"58981",2,1,2,2,1
"58982",0,1,2,2,0
"58983",2,1,1,2,1
"58984",2,1,2,2,0
"58985",2,1,2,2,1
"58986",2,1,2,3,0
"58987",2,2,1,2,1
"58988",3,1,0,3,0
"58989",2,1,2,2,0
"58990",2,1,1,1,0
"58991",2,1,2,3,0
"58992",2,1,1,2,0
"58993",2,1,2,3,0
"58994",2,1,0,2,0
